review,rating,tokens,clean_text
"The game has begun to feel a bit more greedy with regards to pulls. While there are Primogems to be earned from the dailies and events, there simply isn’t enough. The cost of the pity system is rather expensive, as well. Once you save up enough to get a new character, the new characters have already passed out, therefore forcing players to either skip a few characters or to spend money.",1,"['game', 'begun', 'feel', 'bit', 'greedy', 'regard', 'pull', 'primogems', 'earned', 'daily', 'event', 'simply', 'isnt', 'enough', 'cost', 'pity', 'system', 'rather', 'expensive', 'well', 'save', 'enough', 'get', 'new', 'character', 'new', 'character', 'already', 'passed', 'therefore', 'forcing', 'player', 'either', 'skip', 'character', 'spend', 'money']",game begun feel bit greedy regard pull primogems earned daily event simply isnt enough cost pity system rather expensive well save enough get new character new character already passed therefore forcing player either skip character spend money
"We're close to the end of this game, and it feels like the game becomes more and more hard to work with. Characters that need other characters to work, and with not enough currency given every patch. I don't recommend playing this game if you want a decent time it actually sucks and it feels like the developers don't care about their playerbase anymore and just wants to milk us dry.",1,"['close', 'end', 'game', 'feel', 'like', 'game', 'becomes', 'hard', 'work', 'character', 'need', 'character', 'work', 'enough', 'currency', 'given', 'every', 'patch', 'dont', 'recommend', 'playing', 'game', 'want', 'decent', 'time', 'actually', 'suck', 'feel', 'like', 'developer', 'dont', 'care', 'playerbase', 'anymore', 'want', 'milk', 'dry']",close end game feel like game becomes hard work character need character work enough currency given every patch dont recommend playing game want decent time actually suck feel like developer dont care playerbase anymore want milk dry
"I started the game a year ago during 5.3, and the game has gone so much downhill at a baffling pace. The rewards are just not there, male character designs are objectively 10x better than whatever they did to women and teambuilding and character builds just isn't fun anymore. All the players I know are struggling to keep up with the meta, even whales.",1,"['started', 'game', 'year', 'ago', 'game', 'gone', 'much', 'downhill', 'baffling', 'pace', 'reward', 'male', 'character', 'design', 'objectively', 'better', 'whatever', 'woman', 'teambuilding', 'character', 'build', 'isnt', 'fun', 'anymore', 'player', 'know', 'struggling', 'keep', 'meta', 'even', 'whale']",started game year ago game gone much downhill baffling pace reward male character design objectively better whatever woman teambuilding character build isnt fun anymore player know struggling keep meta even whale
"I’ve been playing this game since 2021, and farming for primogems has become increasingly frustrating with recent patches. Long, dialogue-heavy quests only give around 30–40 primogems, which doesn’t feel rewarding at all. Exploration also barely adds up to enough pulls anymore. For a game that requires so much time investment, the return feels minimal. I hope the developers improve the reward system.",1,"['ive', 'playing', 'game', 'since', 'farming', 'primogems', 'become', 'increasingly', 'frustrating', 'recent', 'patch', 'long', 'dialogueheavy', 'quest', 'give', 'around', 'primogems', 'doesnt', 'feel', 'rewarding', 'exploration', 'also', 'barely', 'add', 'enough', 'pull', 'anymore', 'game', 'requires', 'much', 'time', 'investment', 'return', 'feel', 'minimal', 'hope', 'developer', 'improve', 'reward', 'system']",ive playing game since farming primogems become increasingly frustrating recent patch long dialogueheavy quest give around primogems doesnt feel rewarding exploration also barely add enough pull anymore game requires much time investment return feel minimal hope developer improve reward system
"There is nothing to do as an endgame player that can't be cleared without being a wale or on the pure luck that you pulled the character the mechanics were made for. I'm tired of just getting on for 5 minutes a day then getting off the game I used to love. On top of it all is the low rewards that don't equal our time. in the newest version, they released 2 small areas that I 100% in a day and I got maybe 25~30 or so pulls.",2,"['nothing', 'endgame', 'player', 'cant', 'cleared', 'without', 'wale', 'pure', 'luck', 'pulled', 'character', 'mechanic', 'made', 'tired', 'getting', 'minute', 'day', 'getting', 'game', 'used', 'love', 'top', 'low', 'reward', 'dont', 'equal', 'time', 'newest', 'version', 'released', 'small', 'area', 'day', 'got', 'maybe', 'pull']",nothing endgame player cant cleared without wale pure luck pulled character mechanic made tired getting minute day getting game used love top low reward dont equal time newest version released small area day got maybe pull
"Genshin Impact has been one of my top 2 games for the longest time, rewards at the start flooded in for me being a new player. But now I hardly find myself getting enough rewards to pull on banners each patch. The main currency is not rewarded enough to the point you have to pay money, or save up for months in hopes of a 5* you've been waiting for. It's become rather pay to win over time, and while I still actively play it, it's hard to enjoy it when I can't get my favorite characters.",1,"['genshin', 'impact', 'one', 'top', 'game', 'longest', 'time', 'reward', 'start', 'flooded', 'new', 'player', 'hardly', 'find', 'getting', 'enough', 'reward', 'pull', 'banner', 'patch', 'main', 'currency', 'rewarded', 'enough', 'point', 'pay', 'money', 'save', 'month', 'hope', 'youve', 'waiting', 'become', 'rather', 'pay', 'win', 'time', 'still', 'actively', 'play', 'hard', 'enjoy', 'cant', 'get', 'favorite', 'character']",genshin impact one top game longest time reward start flooded new player hardly find getting enough reward pull banner patch main currency rewarded enough point pay money save month hope youve waiting become rather pay win time still actively play hard enjoy cant get favorite character
"I've been playing genshin since 2021, and it was really fun but the updates are kinda ruining it. there wasn't lots of maps, getting characters was a bit harder and the quests was simple but fun, but slowly u guys are adding too many worlds and quests, and characters are easy to get now and I get it but it's really hard to keep up and if u don't then it's a problem, take a beaaaaaat. the quests are so hard and not fun too...",3,"['ive', 'playing', 'genshin', 'since', 'really', 'fun', 'update', 'kinda', 'ruining', 'wasnt', 'lot', 'map', 'getting', 'character', 'bit', 'harder', 'quest', 'simple', 'fun', 'slowly', 'guy', 'adding', 'many', 'world', 'quest', 'character', 'easy', 'get', 'get', 'really', 'hard', 'keep', 'dont', 'problem', 'take', 'beaaaaaat', 'quest', 'hard', 'fun']",ive playing genshin since really fun update kinda ruining wasnt lot map getting character bit harder quest simple fun slowly guy adding many world quest character easy get get really hard keep dont problem take beaaaaaat quest hard fun
"this game has been out for 6 years, we yet have not gotten a skip button, even though their other games got it, I enjoy playing genshin, I really do, but throughout the years the game alone has been getting a pay to win, in a sence of must pull characters releasing and their supports also releasing back-to back with their best in slot damage dealers. And the rewards are very shabby for the upcoming version (6.6), where we get only 60 wishes, which isn't enough for a guaranteed character.",1,"['game', 'year', 'yet', 'gotten', 'skip', 'button', 'even', 'though', 'game', 'got', 'enjoy', 'playing', 'genshin', 'really', 'throughout', 'year', 'game', 'alone', 'getting', 'pay', 'win', 'sence', 'must', 'pull', 'character', 'releasing', 'support', 'also', 'releasing', 'backto', 'back', 'best', 'slot', 'damage', 'dealer', 'reward', 'shabby', 'upcoming', 'version', 'get', 'wish', 'isnt', 'enough', 'guaranteed', 'character']",game year yet gotten skip button even though game got enjoy playing genshin really throughout year game alone getting pay win sence must pull character releasing support also releasing backto back best slot damage dealer reward shabby upcoming version get wish isnt enough guaranteed character
"i have been playing genshin for more or less 2 years now, and though the game's story and characters had me hooked to it, the increasingly greedy practices of the game has me disappointed. i don't feel respected as a player and it's sad to see a game i like turn to this. The rewards for f2p has been on a downfall steadily. The new maps though beautiful don't feel fulfilling. The events have lost their charm and the male characters have been disappointing. i want the game to grow not devolve.",1,"['playing', 'genshin', 'less', 'year', 'though', 'game', 'story', 'character', 'hooked', 'increasingly', 'greedy', 'practice', 'game', 'disappointed', 'dont', 'feel', 'respected', 'player', 'sad', 'see', 'game', 'like', 'turn', 'reward', 'downfall', 'steadily', 'new', 'map', 'though', 'beautiful', 'dont', 'feel', 'fulfilling', 'event', 'lost', 'charm', 'male', 'character', 'disappointing', 'want', 'game', 'grow', 'devolve']",playing genshin less year though game story character hooked increasingly greedy practice game disappointed dont feel respected player sad see game like turn reward downfall steadily new map though beautiful dont feel fulfilling event lost charm male character disappointing want game grow devolve
"To be honest, this patch is most worst than the first anniversary... like what do you mean I only get 20 pulls as coming back player and as F2P player. It's also giving long quests unlike the other RPG games that has skip button, we are not wasting time for this unaligned story quest to the main story, some quest takes days to complete. I know this is an open world game but some players don't care about the lore of the game, we want a ease and efficient way to enjoy the game not some long quest.",1,"['honest', 'patch', 'worst', 'first', 'anniversary', 'like', 'mean', 'get', 'pull', 'coming', 'back', 'player', 'player', 'also', 'giving', 'long', 'quest', 'unlike', 'rpg', 'game', 'skip', 'button', 'wasting', 'time', 'unaligned', 'story', 'quest', 'main', 'story', 'quest', 'take', 'day', 'complete', 'know', 'open', 'world', 'game', 'player', 'dont', 'care', 'lore', 'game', 'want', 'ease', 'efficient', 'way', 'enjoy', 'game', 'long', 'quest']",honest patch worst first anniversary like mean get pull coming back player player also giving long quest unlike rpg game skip button wasting time unaligned story quest main story quest take day complete know open world game player dont care lore game want ease efficient way enjoy game long quest
"Been playing since Sumeru (3.0) and can confidently say that this game has extreme high and lows: Quests are long and tedious with little to no ways to pause without risk of repeating it again. Wishes/Summons per patch barely or can't even enough to reach 5 star pity. The powercreep and shill in endgames is exhausting. Missing basic quality of life updates and content. The game definitely has some of the best music, story, and art in the genre just a shame other aspects drag it down",2,"['playing', 'since', 'sumeru', 'confidently', 'say', 'game', 'extreme', 'high', 'low', 'quest', 'long', 'tedious', 'little', 'way', 'pause', 'without', 'risk', 'repeating', 'wishessummons', 'per', 'patch', 'barely', 'cant', 'even', 'enough', 'reach', 'star', 'pity', 'powercreep', 'shill', 'endgame', 'exhausting', 'missing', 'basic', 'quality', 'life', 'update', 'content', 'game', 'definitely', 'best', 'music', 'story', 'art', 'genre', 'shame', 'aspect', 'drag']",playing since sumeru confidently say game extreme high low quest long tedious little way pause without risk repeating wishessummons per patch barely cant even enough reach star pity powercreep shill endgame exhausting missing basic quality life update content game definitely best music story art genre shame aspect drag
"They have really given up on making content. Most events are the same, there's barely any endgame content and the existent EC is focused on new meta chars, they always use the same recent bosses over and over again. When there is a map expansion, it's so small that you can do it in an hour, with no puzzles and with waypoints put every 5 meters. For an exploration game, there's pretty much no exploration factor anymore. It's all just unskippable dialogue at this point.",1,"['really', 'given', 'making', 'content', 'event', 'there', 'barely', 'endgame', 'content', 'existent', 'focused', 'new', 'meta', 'char', 'always', 'use', 'recent', 'boss', 'map', 'expansion', 'small', 'hour', 'puzzle', 'waypoints', 'put', 'every', 'meter', 'exploration', 'game', 'there', 'pretty', 'much', 'exploration', 'factor', 'anymore', 'unskippable', 'dialogue', 'point']",really given making content event there barely endgame content existent focused new meta char always use recent boss map expansion small hour puzzle waypoints put every meter exploration game there pretty much exploration factor anymore unskippable dialogue point
Best game I ever played🥰 I got addicted to it! The plot is too good! The storyline keeps me hooked up to it and the character design is totally sick! The best thing about this game according to me is the narration. Almost all the NPCs in this game talk with voice. THEY HAVE VOICE!!! This makes the game just soo lively! Very good game! Had fun playing it. I'm not saying it is a must play—play if your device has enough storage and a good processor.,5,"['best', 'game', 'ever', 'played', 'got', 'addicted', 'plot', 'good', 'storyline', 'keep', 'hooked', 'character', 'design', 'totally', 'sick', 'best', 'thing', 'game', 'according', 'narration', 'almost', 'npc', 'game', 'talk', 'voice', 'voice', 'make', 'game', 'soo', 'lively', 'good', 'game', 'fun', 'playing', 'saying', 'must', 'playplay', 'device', 'enough', 'storage', 'good', 'processor']",best game ever played got addicted plot good storyline keep hooked character design totally sick best thing game according narration almost npc game talk voice voice make game soo lively good game fun playing saying must playplay device enough storage good processor
"This is greediest hoyo game I ever played. They're debuting 2 new limited characters and only 60 wishes total for this patch. You can only get 60 wishes if you complete the end game as well. if not, your pull income probably be 40 or less. I don't like how the story is going either, but that's another topic. This game is missing so much quality of life updates such as a skip button. I'm saying this as a lore player btw. Genshin is also missing 10 wishes per patch.",1,"['greediest', 'hoyo', 'game', 'ever', 'played', 'theyre', 'debuting', 'new', 'limited', 'character', 'wish', 'total', 'patch', 'get', 'wish', 'complete', 'end', 'game', 'well', 'pull', 'income', 'probably', 'less', 'dont', 'like', 'story', 'going', 'either', 'thats', 'another', 'topic', 'game', 'missing', 'much', 'quality', 'life', 'update', 'skip', 'button', 'saying', 'lore', 'player', 'btw', 'genshin', 'also', 'missing', 'wish', 'per', 'patch']",greediest hoyo game ever played theyre debuting new limited character wish total patch get wish complete end game well pull income probably less dont like story going either thats another topic game missing much quality life update skip button saying lore player btw genshin also missing wish per patch
"Genshin is not very f2p friendly, and hasn't been from the start, but it's getting ridiculous now. You have to pull for new characters to be able to clear most new content, which is a little reasonable, if not for the fact that it is extremely time consuming for endgame players to even get a 10 pull nowadays. The 6.6 patch allows us to get up to 60 wishes, which doesn't even reach soft pity (70 pulls) It's fun, but I don't recommend it if you want to play comfortably as a f2p player.",1,"['genshin', 'friendly', 'hasnt', 'start', 'getting', 'ridiculous', 'pull', 'new', 'character', 'able', 'clear', 'new', 'content', 'little', 'reasonable', 'fact', 'extremely', 'time', 'consuming', 'endgame', 'player', 'even', 'get', 'pull', 'nowadays', 'patch', 'allows', 'get', 'wish', 'doesnt', 'even', 'reach', 'soft', 'pity', 'pull', 'fun', 'dont', 'recommend', 'want', 'play', 'comfortably', 'player']",genshin friendly hasnt start getting ridiculous pull new character able clear new content little reasonable fact extremely time consuming endgame player even get pull nowadays patch allows get wish doesnt even reach soft pity pull fun dont recommend want play comfortably player
I love this game and I have played it for a pretty long time now but the rewards are getting so bad. I have to spend almost a whole day doing a quest or exploring to gain like 10 pulls maximum. This is not okay. The people who can't spend money on this game can't even get 1 guaranteed 5 star if they put their heart and soul in to getting everything and doing every event during one patch let alone getting a limited 5 star. I'm tired of this and this makes the game not worth playing anymore.,1,"['love', 'game', 'played', 'pretty', 'long', 'time', 'reward', 'getting', 'bad', 'spend', 'almost', 'whole', 'day', 'quest', 'exploring', 'gain', 'like', 'pull', 'maximum', 'okay', 'people', 'cant', 'spend', 'money', 'game', 'cant', 'even', 'get', 'guaranteed', 'star', 'put', 'heart', 'soul', 'getting', 'everything', 'every', 'event', 'one', 'patch', 'let', 'alone', 'getting', 'limited', 'star', 'tired', 'make', 'game', 'worth', 'playing', 'anymore']",love game played pretty long time reward getting bad spend almost whole day quest exploring gain like pull maximum okay people cant spend money game cant even get guaranteed star put heart soul getting everything every event one patch let alone getting limited star tired make game worth playing anymore
"It's a great game. I love the story and the characters, but the only problem is the rewards. They're basically giving you CRUMBS. Don't get me wrong, the story is genuinely so good but sometimes I'm rushing to get primogems and the fact that there's no skip button is genuinely insane to me. Every other story-based gacha game has it, but for Genshin? That's apparently a foreign concept.",1,"['great', 'game', 'love', 'story', 'character', 'problem', 'reward', 'theyre', 'basically', 'giving', 'crumb', 'dont', 'get', 'wrong', 'story', 'genuinely', 'good', 'sometimes', 'rushing', 'get', 'primogems', 'fact', 'there', 'skip', 'button', 'genuinely', 'insane', 'every', 'storybased', 'gacha', 'game', 'genshin', 'thats', 'apparently', 'foreign', 'concept']",great game love story character problem reward theyre basically giving crumb dont get wrong story genuinely good sometimes rushing get primogems fact there skip button genuinely insane every storybased gacha game genshin thats apparently foreign concept
"I'm a day one player, a player, that spent over 3k hours, somewhere around 1k USD in this game. And as we are stepping into Snezhnaya, I want to share some words: The way that devs treat us, the player, is terrible. Especially last months. The lack of interesting events, the lack of map extansions. The level of powercreep that came along with Nod-Krai is insane, the team building became boring. and don't get me wrong, I love this game. With my whole heart. But I hate the way devs treat us.",1,"['day', 'one', 'player', 'player', 'spent', 'hour', 'somewhere', 'around', 'usd', 'game', 'stepping', 'snezhnaya', 'want', 'share', 'word', 'way', 'devs', 'treat', 'player', 'terrible', 'especially', 'last', 'month', 'lack', 'interesting', 'event', 'lack', 'map', 'extansions', 'level', 'powercreep', 'came', 'along', 'nodkrai', 'insane', 'team', 'building', 'became', 'boring', 'dont', 'get', 'wrong', 'love', 'game', 'whole', 'heart', 'hate', 'way', 'devs', 'treat']",day one player player spent hour somewhere around usd game stepping snezhnaya want share word way devs treat player terrible especially last month lack interesting event lack map extansions level powercreep came along nodkrai insane team building became boring dont get wrong love game whole heart hate way devs treat
"First few years this game was awesome, everything you were doing was exciting, new, fresh, lots of content, events, you were allowed to do whatever u wanted. But now after 5 years, this game feels more like a chore than a game, the feedback is non-existent, the game doesn't feel like a game anymore, spent lots of time investing in a character and the game forcefully locking you out in using them, everything is restricted behind something, new qol, new buffs, new mechanics, everything has a catch",2,"['first', 'year', 'game', 'awesome', 'everything', 'exciting', 'new', 'fresh', 'lot', 'content', 'event', 'allowed', 'whatever', 'wanted', 'year', 'game', 'feel', 'like', 'chore', 'game', 'feedback', 'nonexistent', 'game', 'doesnt', 'feel', 'like', 'game', 'anymore', 'spent', 'lot', 'time', 'investing', 'character', 'game', 'forcefully', 'locking', 'using', 'everything', 'restricted', 'behind', 'something', 'new', 'qol', 'new', 'buff', 'new', 'mechanic', 'everything', 'catch']",first year game awesome everything exciting new fresh lot content event allowed whatever wanted year game feel like chore game feedback nonexistent game doesnt feel like game anymore spent lot time investing character game forcefully locking using everything restricted behind something new qol new buff new mechanic everything catch
"for f2p this game is a nightmare. they don't give enough rewards to get the characters that continue to come out patch after patch, but it's impossible for those who have already completed the map (I'm speaking only after 8 months of playing) I already have everything at 100% Map explored, 6 years of content, facts, and the characters I've acquired aren't even enough to finish the monthly modes, Abyss, Stygian Theater, I can't finish them! The primogems are too few, This game is too greedy.",1,"['game', 'nightmare', 'dont', 'give', 'enough', 'reward', 'get', 'character', 'continue', 'come', 'patch', 'patch', 'impossible', 'already', 'completed', 'map', 'speaking', 'month', 'playing', 'already', 'everything', 'map', 'explored', 'year', 'content', 'fact', 'character', 'ive', 'acquired', 'arent', 'even', 'enough', 'finish', 'monthly', 'mode', 'abyss', 'stygian', 'theater', 'cant', 'finish', 'primogems', 'game', 'greedy']",game nightmare dont give enough reward get character continue come patch patch impossible already completed map speaking month playing already everything map explored year content fact character ive acquired arent even enough finish monthly mode abyss stygian theater cant finish primogems game greedy
"Not f2p friendly and desperately needs a skip button. I've lost interest in this game for being so goddamn boring and for its incredibly long dialogue that mostly doesn't add to the story. If you're looking for a casual game, this isn't for you. The current characters/meta need 5 star teammates and their signature weapon to be able to fully clear endgame. In which it's very hard for f2p players to get those 5 stars because the game gives lackluster rewards. I hope they do better than this.",1,"['friendly', 'desperately', 'need', 'skip', 'button', 'ive', 'lost', 'interest', 'game', 'goddamn', 'boring', 'incredibly', 'long', 'dialogue', 'mostly', 'doesnt', 'add', 'story', 'youre', 'looking', 'casual', 'game', 'isnt', 'current', 'charactersmeta', 'need', 'star', 'teammate', 'signature', 'weapon', 'able', 'fully', 'clear', 'endgame', 'hard', 'player', 'get', 'star', 'game', 'give', 'lackluster', 'reward', 'hope', 'better']",friendly desperately need skip button ive lost interest game goddamn boring incredibly long dialogue mostly doesnt add story youre looking casual game isnt current charactersmeta need star teammate signature weapon able fully clear endgame hard player get star game give lackluster reward hope better
"I fell in love back in 2021 with this game because of the exploration. But lately, every new update is releasing less maps to explore which would also mean less rewards like mora, exp books, and primogems. They focus on milliastra too much. The amount of pulls you get as a free-to-play player does not even guarantee you a 5 star character anymore. They release two new characters for version 6.6 but only gives less primogems than before? Genshin is getting too greedy.",1,"['fell', 'love', 'back', 'game', 'exploration', 'lately', 'every', 'new', 'update', 'releasing', 'less', 'map', 'explore', 'would', 'also', 'mean', 'less', 'reward', 'like', 'mora', 'exp', 'book', 'primogems', 'focus', 'milliastra', 'much', 'amount', 'pull', 'get', 'freetoplay', 'player', 'even', 'guarantee', 'star', 'character', 'anymore', 'release', 'two', 'new', 'character', 'version', 'give', 'less', 'primogems', 'genshin', 'getting', 'greedy']",fell love back game exploration lately every new update releasing less map explore would also mean less reward like mora exp book primogems focus milliastra much amount pull get freetoplay player even guarantee star character anymore release two new character version give less primogems genshin getting greedy
"I like the game it's fun to play but not free to play friendly. They give so little primogems each patch (primogems are the in game currency you use to get characters) thus you need to waste hours of your time farming for primogems to pull for characters you like. You're not even guaranteed to get the character you want in the limited banner, all that farming for nothing. A lot of endgame content needs you to have at least 3 META characters to clear. Which is hard for a returning and new player.",1,"['like', 'game', 'fun', 'play', 'free', 'play', 'friendly', 'give', 'little', 'primogems', 'patch', 'primogems', 'game', 'currency', 'use', 'get', 'character', 'thus', 'need', 'waste', 'hour', 'time', 'farming', 'primogems', 'pull', 'character', 'like', 'youre', 'even', 'guaranteed', 'get', 'character', 'want', 'limited', 'banner', 'farming', 'nothing', 'lot', 'endgame', 'content', 'need', 'least', 'meta', 'character', 'clear', 'hard', 'returning', 'new', 'player']",like game fun play free play friendly give little primogems patch primogems game currency use get character thus need waste hour time farming primogems pull character like youre even guaranteed get character want limited banner farming nothing lot endgame content need least meta character clear hard returning new player
"Hey, so I've been playing this game since second last 1.3 patch. The earlier versions felt pleasing and I've had blast building up my fav characters with random teams regardless to the meta...until mid-Fontaine came along with 'the niche support with the niche DPS' until now(Nod Krai patch). At that moment, it feels like I've been left out if I don't have those things, not to mention the ABYSMALLY little rewards and LACK OF GOOD QOLs. Also, the story is great but the execution is eh at best. Bye",1,"['hey', 'ive', 'playing', 'game', 'since', 'second', 'last', 'patch', 'earlier', 'version', 'felt', 'pleasing', 'ive', 'blast', 'building', 'fav', 'character', 'random', 'team', 'regardless', 'metauntil', 'midfontaine', 'came', 'along', 'niche', 'support', 'niche', 'dp', 'nownod', 'krai', 'patch', 'moment', 'feel', 'like', 'ive', 'left', 'dont', 'thing', 'mention', 'abysmally', 'little', 'reward', 'lack', 'good', 'qols', 'also', 'story', 'great', 'execution', 'best', 'bye']",hey ive playing game since second last patch earlier version felt pleasing ive blast building fav character random team regardless metauntil midfontaine came along niche support niche dp nownod krai patch moment feel like ive left dont thing mention abysmally little reward lack good qols also story great execution best bye
this game is so good it's almost been a year since i can't get nice artifacts that are actually needed because it needs to level up characters to defeat them. and to level up a character it needs nice artifacts. i am still trying to do my adventure rank ascension 3 my biggest damage is 200 or a thousand when it's fully used. i hope someday there is an available event that can actually help me to get my characters Good cuz I can't even kill a monster at this point. 😭 thank you tho.,4,"['game', 'good', 'almost', 'year', 'since', 'cant', 'get', 'nice', 'artifact', 'actually', 'needed', 'need', 'level', 'character', 'defeat', 'level', 'character', 'need', 'nice', 'artifact', 'still', 'trying', 'adventure', 'rank', 'ascension', 'biggest', 'damage', 'thousand', 'fully', 'used', 'hope', 'someday', 'available', 'event', 'actually', 'help', 'get', 'character', 'good', 'cuz', 'cant', 'even', 'kill', 'monster', 'point', 'thank', 'tho']",game good almost year since cant get nice artifact actually needed need level character defeat level character need nice artifact still trying adventure rank ascension biggest damage thousand fully used hope someday available event actually help get character good cuz cant even kill monster point thank tho
graphic and character design are so good! but one thing I don't like about this game is so hard to farm primogems(in game currency). and in 50/50 chance u will lose most of the time. and u lose at 76 or 80 something pulls.. and then u will be guaranteed.. the main fact is this game want ur real money to invest in this game to buy some frictional character... worse gacha system ever..!,3,"['graphic', 'character', 'design', 'good', 'one', 'thing', 'dont', 'like', 'game', 'hard', 'farm', 'primogemsin', 'game', 'currency', 'chance', 'lose', 'time', 'lose', 'something', 'pull', 'guaranteed', 'main', 'fact', 'game', 'want', 'real', 'money', 'invest', 'game', 'buy', 'frictional', 'character', 'worse', 'gacha', 'system', 'ever']",graphic character design good one thing dont like game hard farm primogemsin game currency chance lose time lose something pull guaranteed main fact game want real money invest game buy frictional character worse gacha system ever
"it's becoming more and more of cash grabbing game, rewards are either so hard to achieve, or its to little, quest are too long and most of the time it's because of unnecessary cutscene, dialogue, npc. Try to finish end game mechanics but most of them are hold back by limited characters, the way that you need to get them back to back, a dps will be released and then oj the next patch their dedicated limited support will be release, its honestly exhausting to play.",1,"['becoming', 'cash', 'grabbing', 'game', 'reward', 'either', 'hard', 'achieve', 'little', 'quest', 'long', 'time', 'unnecessary', 'cutscene', 'dialogue', 'npc', 'try', 'finish', 'end', 'game', 'mechanic', 'hold', 'back', 'limited', 'character', 'way', 'need', 'get', 'back', 'back', 'dp', 'released', 'next', 'patch', 'dedicated', 'limited', 'support', 'release', 'honestly', 'exhausting', 'play']",becoming cash grabbing game reward either hard achieve little quest long time unnecessary cutscene dialogue npc try finish end game mechanic hold back limited character way need get back back dp released next patch dedicated limited support release honestly exhausting play
"I really enjoy Genshin Impact’s world, combat, and character design. The game is beautiful and has great potential for long-term enjoyment. However, one major issue is the lack of player control over dialogue and pacing. Many players, including myself, prefer gameplay-focused experiences. The current system forces long, unskippable dialogue in quests and even limited-time events. This makes exploration and progression feel interrupted and sometimes exhausting instead of enjoyable.",1,"['really', 'enjoy', 'genshin', 'impact', 'world', 'combat', 'character', 'design', 'game', 'beautiful', 'great', 'potential', 'longterm', 'enjoyment', 'however', 'one', 'major', 'issue', 'lack', 'player', 'control', 'dialogue', 'pacing', 'many', 'player', 'including', 'prefer', 'gameplayfocused', 'experience', 'current', 'system', 'force', 'long', 'unskippable', 'dialogue', 'quest', 'even', 'limitedtime', 'event', 'make', 'exploration', 'progression', 'feel', 'interrupted', 'sometimes', 'exhausting', 'instead', 'enjoyable']",really enjoy genshin impact world combat character design game beautiful great potential longterm enjoyment however one major issue lack player control dialogue pacing many player including prefer gameplayfocused experience current system force long unskippable dialogue quest even limitedtime event make exploration progression feel interrupted sometimes exhausting instead enjoyable
"Edit: its more worse now, I opened the app and it took a ridiculous time for the loading screen to finish up, It became even more laggy, I cant even claim rewards without the whole game crashing out, Its really frustrating. Fix the app, fix this bug, its really a pain in the head because I just want to play a game, but its so unbearable with all the lag. I only played less than 5 minutes and its horrible, absolutely ridiculous. Just fix the damn game already",1,"['edit', 'worse', 'opened', 'app', 'took', 'ridiculous', 'time', 'loading', 'screen', 'finish', 'became', 'even', 'laggy', 'cant', 'even', 'claim', 'reward', 'without', 'whole', 'game', 'crashing', 'really', 'frustrating', 'fix', 'app', 'fix', 'bug', 'really', 'pain', 'head', 'want', 'play', 'game', 'unbearable', 'lag', 'played', 'less', 'minute', 'horrible', 'absolutely', 'ridiculous', 'fix', 'damn', 'game', 'already']",edit worse opened app took ridiculous time loading screen finish became even laggy cant even claim reward without whole game crashing really frustrating fix app fix bug really pain head want play game unbearable lag played less minute horrible absolutely ridiculous fix damn game already
"I really wish hoyo cared about this game as much as I used to. This was my favorite game for years, but I'm having a hard time supporting it anymore. They refuse to add the most basic quality of life updates that all their other games have and have cut back on in game currency to the point where you are almost required to spend money. They are making it very clear that genshin is nothing more than their cash cow that is only still around because it's their money maker.",1,"['really', 'wish', 'hoyo', 'cared', 'game', 'much', 'used', 'favorite', 'game', 'year', 'hard', 'time', 'supporting', 'anymore', 'refuse', 'add', 'basic', 'quality', 'life', 'update', 'game', 'cut', 'back', 'game', 'currency', 'point', 'almost', 'required', 'spend', 'money', 'making', 'clear', 'genshin', 'nothing', 'cash', 'cow', 'still', 'around', 'money', 'maker']",really wish hoyo cared game much used favorite game year hard time supporting anymore refuse add basic quality life update game cut back game currency point almost required spend money making clear genshin nothing cash cow still around money maker
"The new update was the worst, the outfits are locked behind a paywall, it's laggy, and the system of the game is really confusing, the rewards are always disappointing, the primos per update are always being less and less, the game is feeling overwhelming, the archon quest is dragged out, and feels overwhelming, when you start it you can't just leave because you're in a domain for a solid 30 minutes. Give us a skip button already. And let us remove miliastra wonderland.",1,"['new', 'update', 'worst', 'outfit', 'locked', 'behind', 'paywall', 'laggy', 'system', 'game', 'really', 'confusing', 'reward', 'always', 'disappointing', 'primo', 'per', 'update', 'always', 'less', 'less', 'game', 'feeling', 'overwhelming', 'archon', 'quest', 'dragged', 'feel', 'overwhelming', 'start', 'cant', 'leave', 'youre', 'domain', 'solid', 'minute', 'give', 'skip', 'button', 'already', 'let', 'remove', 'miliastra', 'wonderland']",new update worst outfit locked behind paywall laggy system game really confusing reward always disappointing primo per update always less less game feeling overwhelming archon quest dragged feel overwhelming start cant leave youre domain solid minute give skip button already let remove miliastra wonderland
